"Bill_id","History_date","History_description","History_refid"
"SB51","02/11/16","H Referred to Committee on Appropriations",""
"SB51","02/22/16","H Reported from Appropriations (22-Y 0-N)","H02V0122"
"SB51","02/23/16","H Read second time",""
"SB51","02/24/16","H Read third time",""
"SB51","02/24/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB51","02/24/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0852"
"SB51","02/25/16","S Enrolled",""
"SB51","02/25/16","S Bill text as passed Senate and House (SB51ER)",""
"SB51","02/25/16","H Signed by Speaker",""
"SB51","02/26/16","S Signed by President",""
"SB51","02/26/16","S Impact statement from VRS (SB51ER)",""
"SB51","02/29/16","S Enrolled Bill Communicated to Governor on 2/29/16",""
"SB51","02/29/16","G Governor's Action Deadline Midnight, March 7, 2016",""
"SB51","03/07/16","G Approved by Governor-Chapter 263 (effective 7/1/16)",""
"SB51","03/07/16","G Acts of Assembly Chapter text (CHAP0263)",""
"SB52","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16100703D",""
"SB52","12/16/15","S Referred to Committee on Education and Health",""
"SB52","01/21/16","S Assigned Education sub: Higher Education",""
"SB52","01/28/16","S Continued to 2017 in Education and Health (13-Y 0-N)","S04V0027"
"SB53","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16101021D",""
"SB53","12/16/15","S Referred to Committee on Education and Health",""
"SB53","01/15/16","S Impact statement from VDH (SB53)",""
"SB53","01/28/16","S Continued to 2017 in Education and Health (8-Y 7-N)","S04V0028"
"SB54","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16101022D",""
"SB54","12/16/15","S Referred to Committee on Commerce and Labor",""
"SB54","01/12/16","S Impact statement from SCC (SB54)",""
"SB54","01/25/16","S Committee substitute printed to Web only 16104732D-S1",""
"SB54","01/25/16","S Incorporates SB189",""
"SB54","01/25/16","S Failed to report (defeated) in Commerce and Labor (4-Y 10-N)","S02V0009"
"SB54","01/27/16","S Impact statement from SCC (SB54S1)",""
"SB55","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16101343D",""
"SB55","12/16/15","S Referred to Committee on Local Government",""
"SB55","01/19/16","S Failed to report (defeated) in Local Government (6-Y 7-N)","S07V0002"
"SB56","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16101344D",""
"SB56","12/16/15","S Referred to Committee on Local Government",""
"SB56","01/13/16","S Impact statement from DHCD (SB56)",""
"SB56","01/19/16","S Reported from Local Government with amendments (12-Y 1-N)","S07V0003"
"SB56","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB56","01/25/16","S Read second time",""
"SB56","01/25/16","S Reading of amendments waived",""
"SB56","01/25/16","S Committee amendments agreed to",""
"SB56","01/25/16","S Engrossed by Senate as amended SB56E",""
"SB56","01/25/16","S Printed as engrossed 16101344D-E",""
"SB56","01/26/16","S Read third time and passed Senate (27-Y 11-N)","SV0080"
"SB56","01/26/16","S Impact statement from DHCD (SB56E)",""
"SB56","02/03/16","H Placed on Calendar",""
"SB56","02/03/16","H Read first time",""
"SB56","02/03/16","H Referred to Committee on Counties, Cities and Towns",""
"SB56","02/26/16","H Tabled in Counties, Cities and Towns","H07V0073"
"SB57","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16103022D",""
"SB57","12/16/15","S Referred to Committee for Courts of Justice",""
"SB57","01/18/16","S Reported from Courts of Justice with substitute (10-Y 5-N)","S03V0006"
"SB57","01/18/16","S Rereferred to Finance",""
"SB57","01/18/16","S Committee substitute printed 16104448D-S1",""
"SB57","01/18/16","S Incorporates SB347",""
"SB57","01/21/16","S Impact statement from DPB (SB57S1)",""
"SB57","02/03/16","S Reported from Finance (15-Y 0-N)","S05V0049"
"SB57","02/04/16","S Constitutional reading dispensed (40-Y 0-N)","SV0201"
"SB57","02/05/16","S Read second time",""
"SB57","02/05/16","S Reading of substitute waived",""
"SB57","02/05/16","S Committee substitute agreed to 16104448D-S1",""
"SB57","02/05/16","S Engrossed by Senate - committee substitute SB57S1",""
"SB57","02/08/16","S Read third time and passed Senate (39-Y 1-N)","SV0235"
"SB57","02/11/16","H Placed on Calendar",""
"SB57","02/11/16","H Read first time",""
"SB57","02/11/16","H Referred to Committee for Courts of Justice",""
"SB57","02/18/16","H Assigned Courts sub: Civil Law",""
"SB57","02/22/16","H Subcommittee recommends reporting (10-Y 0-N)","H0802V0094"
"SB57","03/02/16","H Reported from Courts of Justice with amendment (22-Y 0-N)","H08V0413"
"SB57","03/04/16","H Read second time",""
"SB57","03/07/16","H Passed by for the day",""
"SB57","03/08/16","H Read third time",""
"SB57","03/08/16","H Committee amendment agreed to",""
"SB57","03/08/16","H Engrossed by House as amended",""
"SB57","03/08/16","H Passed House with amendment BLOCK VOTE (97-Y 1-N)",""
"SB57","03/08/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 1-N)","HV1248"
"SB57","03/09/16","S House amendment agreed to by Senate (40-Y 0-N)","SV0972"
"SB57","03/11/16","H Enrolled",""
"SB57","03/11/16","S Bill text as passed Senate and House (SB57ER)",""
"SB57","03/11/16","H Signed by Speaker",""
"SB57","03/14/16","S Signed by President",""
"SB57","03/16/16","S Enrolled Bill Communicated to Governor on 3/16/16",""
"SB57","03/16/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB57","03/18/16","S Impact statement from DPB (SB57ER)",""
"SB58","12/16/15","S Prefiled and ordered printed; offered 01/13/16 16102137D",""
"SB58","12/16/15","S Referred to Committee on Finance",""
"SB58","02/09/16","S Impact statement from TAX (SB58)",""
"SB58","02/10/16","S Reported from Finance with substitute (14-Y 0-N)","S05V0104"
"SB58","02/10/16","S Committee substitute printed 16105094D-S1",""
"SB58","02/10/16","S Incorporates SB161",""
"SB58","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0336"
"SB58","02/12/16","S Read second time",""
"SB58","02/12/16","S Reading of substitute waived",""
"SB58","02/12/16","S Committee substitute agreed to 16105094D-S1",""
"SB58","02/12/16","S Engrossed by Senate - committee substitute SB58S1",""
"SB58","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0353"
"SB58","02/12/16","S Passed by for the day",""
"SB58","02/15/16","S Read third time and passed Senate (38-Y 0-N)","SV0386"
"SB58","02/15/16","S Reconsideration of passage agreed to by Senate (39-Y 0-N)","SV0390"
"SB58","02/15/16","S Passed Senate (39-Y 0-N)","SV0391"
"SB58","02/17/16","H Placed on Calendar",""
"SB58","02/17/16","H Read first time",""
"SB58","02/17/16","H Referred to Committee on Finance",""
"SB58","02/19/16","S Impact statement from TAX (SB58S1)",""
"SB58","02/22/16","H Reported from Finance (22-Y 0-N)","H10V0140"
"SB58","02/23/16","H Read second time",""
"SB58","02/24/16","H Read third time",""
"SB58","02/24/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB58","02/24/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0853"
"SB58","02/25/16","S Enrolled",""
"SB58","02/25/16","S Bill text as passed Senate and House (SB58ER)",""
"SB58","02/25/16","S Impact statement from TAX (SB58ER)",""
"SB58","02/25/16","H Signed by Speaker",""
"SB58","02/26/16","S Signed by President",""
"SB58","02/29/16","S Enrolled Bill Communicated to Governor on 2/29/16",""
"SB58","02/29/16","G Governor's Action Deadline Midnight, March 7, 2016",""
"SB58","03/07/16","G Approved by Governor-Chapter 300 (effective 7/1/16)",""
"SB58","03/07/16","G Acts of Assembly Chapter text (CHAP0300)",""
"SB59","12/17/15","S Prefiled and ordered printed; offered 01/13/16 16102113D",""
"SB59","12/17/15","S Referred to Committee on Privileges and Elections",""
"SB59","01/19/16","S Impact statement from DPB (SB59)",""
"SB59","01/26/16","S Reported from Privileges and Elections with substitute (12-Y 1-N)","S08V0026"
"SB59","01/26/16","S Committee substitute printed 16104804D-S1",""
"SB59","01/26/16","S Incorporates SB495",""
"SB59","01/27/16","S Impact statement from DPB (SB59S1)",""
"SB59","01/28/16","S Constitutional reading dispensed (40-Y 0-N)","SV0117"
"SB59","01/29/16","S Read second time",""
"SB59","01/29/16","S Reading of substitute waived",""
"SB59","01/29/16","S Committee substitute agreed to 16104804D-S1",""
"SB59","01/29/16","S Engrossed by Senate - committee substitute SB59S1",""
"SB59","02/01/16","S Read third time and passed Senate (36-Y 3-N)","SV0142"
"SB59","02/03/16","H Placed on Calendar",""
"SB59","02/03/16","H Read first time",""
"SB59","02/03/16","H Referred to Committee on Privileges and Elections",""
"SB59","02/08/16","H Assigned P & E sub: Elections",""
"SB59","02/23/16","H Subcommittee recommends laying on the table","H1804V0045"
"SB59","03/08/16","H Left in Privileges and Elections","H18V0113"
"SB60","12/17/15","S Prefiled and ordered printed; offered 01/13/16 16103324D",""
"SB60","12/17/15","S Referred to Committee on Finance",""
"SB60","01/29/16","S Impact statement from DPB (SB60)",""
"SB60","02/09/16","S Reported from Finance with substitute (15-Y 0-N)","S05V0073"
"SB60","02/09/16","S Committee substitute printed 16104967D-S1",""
"SB60","02/10/16","S Constitutional reading dispensed (40-Y 0-N)","SV0313"
"SB60","02/11/16","S Read second time",""
"SB60","02/11/16","S Reading of substitute waived",""
"SB60","02/11/16","S Committee substitute agreed to 16104967D-S1",""
"SB60","02/11/16","S Passed by for the day",""
"SB60","02/15/16","S Read second time",""
"SB60","02/15/16","S Engrossed by Senate - committee substitute SB60S1",""
"SB60","02/15/16","S Constitutional reading dispensed (39-Y 0-N)","SV0393"
"SB60","02/15/16","S Passed Senate (27-Y 11-N)","SV0395"
"SB60","02/17/16","H Placed on Calendar",""
"SB60","02/17/16","H Read first time",""
"SB60","02/17/16","H Referred to Committee on Appropriations",""
"SB60","02/22/16","H Assigned App. sub: Transportation",""
"SB60","03/07/16","H Continued to 2017 in Appropriations","H02V0141"
"SB61","12/17/15","S Prefiled and ordered printed with emergency clause; offered 01/13/16 16100466D",""
"SB61","12/17/15","S Referred to Committee on Finance",""
"SB61","01/18/16","S Impact statement from DPB (SB61)",""
"SB61","02/11/16","S Reported from Finance with substitute (15-Y 0-N)","S05V0147"
"SB61","02/11/16","S Committee substitute printed 16105424D-S1",""
"SB61","02/15/16","S Constitutional reading dispensed (40-Y 0-N)","SV0413"
"SB61","02/15/16","S Read second time",""
"SB61","02/15/16","S Reading of substitute waived",""
"SB61","02/15/16","S Committee substitute agreed to 16105424D-S1",""
"SB61","02/15/16","S Engrossed by Senate - committee substitute SB61S1",""
"SB61","02/15/16","S Constitutional reading dispensed (40-Y 0-N)","SV0426"
"SB61","02/15/16","S Passed Senate (34-Y 6-N)","SV0428"
"SB61","02/16/16","S Impact statement from DPB (SB61S1)",""
"SB61","02/17/16","H Placed on Calendar",""
"SB61","02/17/16","H Read first time",""
"SB61","02/17/16","H Referred to Committee on Appropriations",""
"SB61","02/22/16","H Assigned App. sub: General Government & Capital Outlay",""
"SB61","02/29/16","H Subcommittee recommends reporting (7-Y 0-N)","H0201V0022"
"SB61","02/29/16","H Reported from Appropriations (22-Y 0-N)","H02V0125"
"SB61","03/02/16","H Read second time",""
"SB61","03/03/16","H Read third time",""
"SB61","03/03/16","H Passed House BLOCK VOTE (98-Y 0-N)",""
"SB61","03/03/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV1139"
"SB61","03/04/16","S Enrolled",""
"SB61","03/04/16","S Bill text as passed Senate and House (SB61ER)",""
"SB61","03/04/16","S Impact statement from DPB (SB61ER)",""
"SB61","03/04/16","H Signed by Speaker",""
"SB61","03/07/16","S Signed by President",""
"SB61","03/08/16","S Enrolled Bill Communicated to Governor on 3/8/2016",""
"SB61","03/08/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB62","12/18/15","S Prefiled and ordered printed; offered 01/13/16 16102078D",""
"SB62","12/18/15","S Referred to Committee on Privileges and Elections",""
"SB62","01/18/16","S Impact statement from DPB (SB62)",""
"SB62","01/19/16","S Failed to report (defeated) in Privileges and Elections (6-Y 7-N)","S08V0002"
"SB63","12/19/15","S Prefiled and ordered printed; offered 01/13/16 16101339D",""
"SB63","12/19/15","S Referred to Committee for Courts of Justice",""
"SB63","01/27/16","S Stricken at the request of Patron in Courts of Justice (13-Y 0-N)","S03V0058"
"SB64","12/19/15","S Prefiled and ordered printed; offered 01/13/16 16102384D",""
"SB64","12/19/15","S Referred to Committee on Finance",""
"SB64","01/16/16","S Impact statement from TAX (SB64)",""
"SB64","02/09/16","S Reported from Finance with substitute (15-Y 0-N)","S05V0072"
"SB64","02/09/16","S Committee substitute printed 16105371D-S1",""
"SB64","02/10/16","S Constitutional reading dispensed (40-Y 0-N)","SV0313"
"SB64","02/11/16","S Read second time",""
"SB64","02/11/16","S Reading of substitute waived",""
"SB64","02/11/16","S Committee substitute agreed to 16105371D-S1",""
"SB64","02/11/16","S Engrossed by Senate - committee substitute SB64S1",""
"SB64","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0331"
"SB64","02/11/16","S Passed Senate (40-Y 0-N)","SV0332"
"SB64","02/15/16","H Placed on Calendar",""
"SB64","02/15/16","H Read first time",""
"SB64","02/15/16","H Referred to Committee on Finance",""
"SB64","02/16/16","H Assigned Finance sub: Subcommittee #2",""
"SB64","02/16/16","S Impact statement from TAX (SB64S1)",""
"SB64","02/17/16","H Subcommittee recommends reporting (10-Y 1-N)","H1002V0039"
"SB64","02/22/16","H Reported from Finance (21-Y 1-N)","H10V0146"
"SB64","02/23/16","H Read second time",""
"SB64","02/24/16","H Read third time",""
"SB64","02/24/16","H Passed House (97-Y 1-N 2-A)",""
"SB64","02/24/16","H VOTE: PASSAGE (97-Y 1-N 2-A)","HV0864"
"SB64","02/25/16","S Enrolled",""
"SB64","02/25/16","S Bill text as passed Senate and House (SB64ER)",""
"SB64","02/25/16","H Signed by Speaker",""
"SB64","02/26/16","S Signed by President",""
"SB64","02/29/16","S Enrolled Bill Communicated to Governor on 2/29/16",""
"SB64","02/29/16","G Governor's Action Deadline Midnight, March 7, 2016",""
"SB64","02/29/16","S Impact statement from TAX (SB64ER)",""
"SB64","03/07/16","S Governor's recommendation received by Senate",""
"SB64","03/09/16","S Senate rejected Governor's recommendation (0-Y 40-N)","SV0975"
"SB64","03/11/16","S Communicated to Governor",""
"SB65","12/19/15","S Prefiled and ordered printed; offered 01/13/16 16103187D",""
"SB65","12/19/15","S Referred to Committee on Finance",""
"SB65","02/01/16","S Impact statement from VRS (SB65)",""
"SB65","02/02/16","S Continued to 2017 in Finance (13-Y 2-N)","S05V0043"
"SB66","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101132D",""
"SB66","12/21/15","S Referred to Committee for Courts of Justice",""
"SB66","01/09/16","S Impact statement from VCSC (SB66)",""
"SB66","01/29/16","S Impact statement from DPB (SB66)",""
"SB66","02/01/16","S Continued to 2017 in Courts of Justice (15-Y 0-N)","S03V0141"
"SB67","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101139D",""
"SB67","12/21/15","S Referred to Committee on General Laws and Technology",""
"SB67","01/13/16","S Impact statement from DPB (SB67)",""
"SB67","01/25/16","S Reported from General Laws and Technology (10-Y 4-N)","S12V0019"
"SB67","01/27/16","S Constitutional reading dispensed (40-Y 0-N)","SV0105"
"SB67","01/28/16","S Read second time and engrossed",""
"SB67","01/29/16","S Read third time and passed Senate (25-Y 15-N)","SV0124"
"SB67","02/03/16","H Placed on Calendar",""
"SB67","02/03/16","H Read first time",""
"SB67","02/03/16","H Referred to Committee on General Laws",""
"SB67","02/17/16","H Assigned GL sub: Subcommittee #4",""
"SB67","02/18/16","H Subcommittee recommends laying on the table","H1104V0046"
"SB67","03/08/16","H Left in General Laws","H11V0258"
"SB68","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101429D",""
"SB68","12/21/15","S Referred to Committee on Privileges and Elections",""
"SB68","01/26/16","S Impact statement from DPB (SB68)",""
"SB68","01/26/16","S Incorporated by Privileges and Elections (SB188-Miller) (13-Y 0-N)","S08V0027"
"SB69","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101430D",""
"SB69","12/21/15","S Referred to Committee on Privileges and Elections",""
"SB69","01/18/16","S Impact statement from DPB (SB69)",""
"SB69","01/19/16","S Reported from Privileges and Elections (8-Y 5-N)","S08V0003"
"SB69","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB69","01/25/16","S Read second time and engrossed",""
"SB69","01/26/16","S Read third time and passed Senate (29-Y 11-N)","SV0081"
"SB69","02/03/16","H Placed on Calendar",""
"SB69","02/03/16","H Read first time",""
"SB69","02/03/16","H Referred to Committee on Privileges and Elections",""
"SB69","02/08/16","H Assigned P & E sub: Elections",""
"SB69","02/16/16","H Subcommittee recommends continuing to 2017","H1804V0038"
"SB69","02/26/16","H Continued to 2017 in Privileges and Elections","H18V0091"
"SB70","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101241D",""
"SB70","12/21/15","S Referred to Committee for Courts of Justice",""
"SB70","02/01/16","S Reported from Courts of Justice (13-Y 0-N 2-A)","S03V0142"
"SB70","02/02/16","S Constitutional reading dispensed (40-Y 0-N)","SV0173"
"SB70","02/03/16","S Read second time and engrossed",""
"SB70","02/04/16","S Read third time and passed Senate (39-Y 1-N)","SV0195"
"SB70","02/08/16","H Placed on Calendar",""
"SB70","02/08/16","H Read first time",""
"SB70","02/08/16","H Referred to Committee for Courts of Justice",""
"SB70","02/16/16","H Assigned Courts sub: Civil Law",""
"SB70","02/17/16","H Subcommittee recommends reporting (10-Y 0-N)","H0802V0081"
"SB70","02/24/16","H Reported from Courts of Justice (22-Y 0-N)","H08V0382"
"SB70","02/25/16","H Read second time",""
"SB70","02/26/16","H Read third time",""
"SB70","02/26/16","H Passed House BLOCK VOTE (97-Y 0-N)",""
"SB70","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0970"
"SB70","02/29/16","S Enrolled",""
"SB70","02/29/16","S Bill text as passed Senate and House (SB70ER)",""
"SB70","02/29/16","H Signed by Speaker",""
"SB70","03/03/16","S Signed by President",""
"SB70","03/04/16","S Enrolled Bill Communicated to Governor on 3/4/16",""
"SB70","03/04/16","G Governor's Action Deadline Midnight, March 11, 2016",""
"SB70","03/11/16","G Approved by Governor-Chapter 352 (effective 7/1/16)",""
"SB70","03/11/16","G Acts of Assembly Chapter text (CHAP0352)",""
"SB71","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101397D",""
"SB71","12/21/15","S Referred to Committee for Courts of Justice",""
"SB71","02/01/16","S Reported from Courts of Justice (12-Y 3-N)","S03V0143"
"SB71","02/02/16","S Constitutional reading dispensed (40-Y 0-N)","SV0173"
"SB71","02/03/16","S Read second time and engrossed",""
"SB71","02/04/16","S Read third time and passed Senate (30-Y 10-N)","SV0196"
"SB71","02/08/16","H Placed on Calendar",""
"SB71","02/08/16","H Read first time",""
"SB71","02/08/16","H Referred to Committee for Courts of Justice",""
"SB71","02/16/16","H Assigned Courts sub: Civil Law",""
"SB71","02/17/16","H Subcommittee recommends reporting with amendment(s) (10-Y 0-N)","H0802V0082"
"SB71","02/24/16","H Reported from Courts of Justice with amendment (22-Y 0-N)","H08V0383"
"SB71","02/25/16","H Read second time",""
"SB71","02/26/16","H Read third time",""
"SB71","02/26/16","H Committee amendment agreed to",""
"SB71","02/26/16","H Engrossed by House as amended",""
"SB71","02/26/16","H Passed House with amendment BLOCK VOTE (97-Y 0-N)",""
"SB71","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0971"
"SB71","03/01/16","S House amendment agreed to by Senate (34-Y 5-N)","SV0730"
"SB71","03/02/16","S Enrolled",""
"SB71","03/02/16","S Bill text as passed Senate and House (SB71ER)",""
"SB71","03/02/16","H Signed by Speaker",""
"SB71","03/05/16","S Signed by President",""
"SB71","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB71","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB71","03/25/16","G Approved by Governor-Chapter 477 (effective 7/1/16)",""
"SB72","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101431D",""
"SB72","12/21/15","S Referred to Committee for Courts of Justice",""
"SB72","01/18/16","S Passed by indefinitely in Courts of Justice (12-Y 3-N)","S03V0007"
"SB73","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101432D",""
"SB73","12/21/15","S Referred to Committee for Courts of Justice",""
"SB73","01/18/16","S Impact statement from DPB (SB73)",""
"SB73","01/18/16","S Stricken at the request of Patron in Courts of Justice (15-Y 0-N)","S03V0008"
"SB74","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101692D",""
"SB74","12/21/15","S Referred to Committee on Transportation",""
"SB74","01/20/16","S Incorporated by Transportation (SB120-Carrico) (12-Y 0-N)","S11V0006"
"SB75","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101128D",""
"SB75","12/21/15","S Referred to Committee for Courts of Justice",""
"SB75","01/18/16","S Failed to report (defeated) in Courts of Justice (6-Y 9-N)","S03V0009"
"SB76","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101130D",""
"SB76","12/21/15","S Referred to Committee for Courts of Justice",""
"SB76","02/03/16","S Passed by indefinitely in Courts of Justice (8-Y 7-N)","S03V0164"
"SB77","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101138D",""
"SB77","12/21/15","S Referred to Committee for Courts of Justice",""
"SB77","02/01/16","S Reported from Courts of Justice (8-Y 7-N)","S03V0144"
"SB77","02/01/16","S Rereferred to Finance",""
"SB77","02/01/16","S Impact statement from DPB (SB77)",""
"SB77","02/10/16","S Failed to report (defeated) in Finance (5-Y 10-N)","S05V0105"
"SB78","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101904D",""
"SB78","12/21/15","S Referred to Committee on Local Government",""
"SB78","01/13/16","S Impact statement from DHCD (SB78)",""
"SB78","01/19/16","S Reported from Local Government (12-Y 0-N)","S07V0004"
"SB78","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB78","01/25/16","S Read second time",""
"SB78","01/25/16","S Reading of amendments waived",""
"SB78","01/25/16","S Amendments by Senator Wexton agreed to",""
"SB78","01/25/16","S Engrossed by Senate as amended SB78E",""
"SB78","01/25/16","S Printed as engrossed 16101904D-E",""
"SB78","01/26/16","S Impact statement from DHCD (SB78E)",""
"SB78","01/26/16","S Read third time and passed Senate (40-Y 0-N)","SV0077"
"SB78","02/03/16","H Placed on Calendar",""
"SB78","02/03/16","H Read first time",""
"SB78","02/03/16","H Referred to Committee on Counties, Cities and Towns",""
"SB78","02/16/16","H Assigned CC & T sub: Subcommittee #1",""
"SB78","02/17/16","H Subcommittee recommends reporting (11-Y 0-N)","H0701V0028"
"SB78","02/19/16","H Reported from Counties, Cities and Towns (21-Y 0-N)","H07V0066"
"SB78","02/22/16","H Read second time",""
"SB78","02/23/16","H Read third time",""
"SB78","02/23/16","H Passed House BLOCK VOTE (98-Y 0-N)",""
"SB78","02/23/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV0794"
"SB78","02/23/16","H Reconsideration of House passage agreed to by House",""
"SB78","02/23/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB78","02/23/16","H VOTE: BLOCK VOTE PASSAGE #2 (100-Y 0-N)","HV0816"
"SB78","02/24/16","S Enrolled",""
"SB78","02/24/16","S Bill text as passed Senate and House (SB78ER)",""
"SB78","02/24/16","H Signed by Speaker",""
"SB78","02/25/16","S Signed by President",""
"SB78","02/25/16","S Enrolled Bill Communicated to Governor on 2/25/16",""
"SB78","02/25/16","G Governor's Action Deadline Midnight, March 3, 2016",""
"SB78","03/01/16","G Approved by Governor-Chapter 153 (effective 7/1/16)",""
"SB78","03/01/16","G Acts of Assembly Chapter text (CHAP0153)",""
"SB79","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101918D",""
"SB79","12/21/15","S Referred to Committee on Local Government",""
"SB79","01/18/16","S Impact statement from DHCD (SB79)",""
"SB79","01/19/16","S Reported from Local Government with substitute (12-Y 0-N)","S07V0005"
"SB79","01/19/16","S Committee substitute printed 16104529D-S1",""
"SB79","01/19/16","S Incorporates SB134",""
"SB79","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB79","01/25/16","S Read second time",""
"SB79","01/25/16","S Reading of substitute waived",""
"SB79","01/25/16","S Committee substitute agreed to 16104529D-S1",""
"SB79","01/25/16","S Engrossed by Senate - committee substitute SB79S1",""
"SB79","01/26/16","S Read third time and passed Senate (40-Y 0-N)","SV0077"
"SB79","01/26/16","S Impact statement from DHCD (SB79S1)",""
"SB79","02/03/16","H Placed on Calendar",""
"SB79","02/03/16","H Read first time",""
"SB79","02/03/16","H Referred to Committee on Counties, Cities and Towns",""
"SB79","02/19/16","H Reported from Counties, Cities and Towns (21-Y 0-N)","H07V0055"
"SB79","02/22/16","H Read second time",""
"SB79","02/23/16","H Read third time",""
"SB79","02/23/16","H Passed House BLOCK VOTE (98-Y 0-N)",""
"SB79","02/23/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV0795"
"SB79","02/23/16","H Reconsideration of House passage agreed to by House",""
"SB79","02/23/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB79","02/23/16","H VOTE: BLOCK VOTE PASSAGE #2 (100-Y 0-N)","HV0817"
"SB79","02/24/16","S Enrolled",""
"SB79","02/24/16","S Bill text as passed Senate and House (SB79ER)",""
"SB79","02/24/16","H Signed by Speaker",""
"SB79","02/25/16","S Signed by President",""
"SB79","02/25/16","S Enrolled Bill Communicated to Governor on 2/25/16",""
"SB79","02/25/16","G Governor's Action Deadline Midnight, March 3, 2016",""
"SB79","03/01/16","G Approved by Governor-Chapter 207 (effective 7/1/16)",""
"SB79","03/01/16","G Acts of Assembly Chapter text (CHAP0207)",""
"SB80","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16102449D",""
"SB80","12/21/15","S Referred to Committee on Local Government",""
"SB80","01/13/16","S Impact statement from DHCD (SB80)",""
"SB80","01/19/16","S Stricken at request of Patron in Local Government (12-Y 0-N)","S07V0006"
"SB81","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101393D",""
"SB81","12/21/15","S Referred to Committee for Courts of Justice",""
"SB81","01/27/16","S Committee substitute printed 16104503D-S1",""
"SB81","01/27/16","S Reported from Courts of Justice with substitute (15-Y 0-N)","S03V0059"
"SB81","01/27/16","S Rereferred to Finance",""
"SB81","02/02/16","S Impact statement from DPB (SB81S1)",""
"SB81","02/17/16","S Left in Finance","S05V0169"
"SB82","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101330D",""
"SB82","12/21/15","S Referred to Committee for Courts of Justice",""
"SB82","01/27/16","S Passed by indefinitely in Courts of Justice with letter (9-Y 6-N)","S03V0060"
"SB83","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16101396D",""
"SB83","12/21/15","S Referred to Committee on Education and Health",""
"SB83","01/21/16","S Reported from Education and Health (15-Y 0-N)","S04V0002"
"SB83","01/21/16","S Impact statement from DPB (SB83)",""
"SB83","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB83","01/26/16","S Read second time and engrossed",""
"SB83","01/27/16","S Read third time and passed Senate (40-Y 0-N)","SV0090"
"SB83","02/03/16","H Placed on Calendar",""
"SB83","02/03/16","H Read first time",""
"SB83","02/03/16","H Referred to Committee on Education",""
"SB83","02/15/16","H Assigned Education sub: Higher Education",""
"SB83","02/23/16","H Subcommittee recommends reporting (9-Y 0-N)","H0902V0029"
"SB83","02/29/16","H Reported from Education with amendment (22-Y 0-N)","H09V0174"
"SB83","03/01/16","H Read second time",""
"SB83","03/02/16","H Read third time",""
"SB83","03/02/16","H Committee amendment agreed to",""
"SB83","03/02/16","H Engrossed by House as amended",""
